uid	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_ag_3909_01a_01r_1119_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ei_6511_01a_11r_1736_07_bed
PRPF4B:ENSG00000112739:I28.1-E29.1|ENSG00000112739:E28.17-E32.1	0.38	0.75	0.63	0.61	0.75	0.59	0.63	0.5	0.77	1.0	0.49	0.71	0.0	0.92	0.42	0.46	1.0	0.44	0.48	0.56	0.0	0.45	0.61	0.35	0.77	0.4	0	0.68	0.76	0.59	0.5	0.56	0.42	0.78	0.92	0.78	0.79	0.46	0.84	0.83	0.85	0.72	0.75	0.5	0	0.69	0.84	0.67	0.62	0.61	0.68	0.71	0.61	0.81	0.46	0.61	0.87	0.66	0.83	0.46	0.59	0.58	0.69	0.78	0.68	0.55	0.61	0.61	0.81	0.81	0.76	0.83	0.68	0.64	0	0.42	0.78	0.87	0.8	0.9	0.67	0.73	0.77	0.93	0.88	0	0.75	0.79	0.95	0.92	0.37	0.48	0.56	0.31	0.76	0.72	0.7	0.9	0.34	0.85	0.56	0.53	0.38	0.69	0.83	0.88	0.81	0.75	0.84	0.85	0.4	0.69	0	0.67	0.86	0.48	0.85	0.0	0.57	0.66	0.62	0.0	0.85	0.85	0.71	0.65	0.52	0.56	0.79	0.86	0.5	0.51	0.81	0.62	0.52	0.29	0.85	0.73	0.64	0.71	0.85	0.49	0.72	0.44	0.32	0.61	0.76	0.82	0.88	0.82	0.72	0.6	0.87	0.67	0.68	0.12	0.83	0.71	0.83	0.77	0.81	0.71	0.92	0.58	0.57	0.39	0.45	0.43	0.57	0.63	0.73	0.47	0.5	0.82	0.83	0.54	0.88
FN1:ENSG00000115414:E31.1-E33.2|ENSG00000115414:E31.1-E34.1	0.63	0.57	0.77	0.76	0.44	0.61	0.64	0.59	0.54	0.45	0.48	0.25	0	0.21	0.53	0.45	0.56	0.18	0.74	0.65	0.52	0.92	0.37	0.58	0.54	0.49	0.95	0.36	0.67	0.86	0.48	0.46	0.62	0.13	0.88	0.87	0.39	0.39	0.46	0.65	0.46	0.58	0.88	0.51	0.57	0.56	0.91	0.7	0.47	0.51	0.72	0.59	0.86	0.6	0.49	0.58	0.49	0.56	0.65	0.8	0.54	0.64	0.63	0.41	0.86	0.54	0.42	0.42	0.38	0.64	0.9	0.67	0.86	0.46	0.37	0.53	0.45	0.44	0.59	0.52	0.84	0.62	0.82	0.68	0.67	0	0.62	0.52	0.62	0.52	0.44	0.65	0.37	0.76	0.72	0.79	0.59	0.23	0.44	0.52	0.48	0.79	0.55	0.26	0.72	0.68	0.44	0.49	0.71	0.57	0.81	0.55	0.55	0.54	0.46	0.42	0.38	0.55	0.46	0.51	0.33	0.39	0.62	0.34	0.47	0.44	0.55	0.59	0.63	0.55	0.43	0.53	0.53	0.77	0.56	0.57	0.47	0.87	0.58	0.78	0.47	0.65	0.41	0.61	0.89	0.5	0.96	0.68	0.44	0.42	0.62	0.46	0	0.31	0.48	0.9	0.43	0.43	0.65	0.62	0.4	0.13	0.62	0.48	0.47	0.49	0.42	0.44	0.61	0.75	0.47	0.4	0.48	0.73	0.42	0.5	0.59
GON4L:ENSG00000116580:I30.5-I31.1|ENSG00000116580:I30.5-E33.1	0.4	0	0	0.0	0.0	0.24	0	0.22	0	0	0.22	0.0	0.62	0	0.3	0.0	0	0.0	0.24	0	0.0	0.44	0.25	0.47	0.0	0.48	0.48	0.3	0.0	0.23	0.67	0.29	0.29	0	0	0.4	0	0.33	0	0.36	0	0.4	0	0.19	0	0.0	0	0.0	0.41	0.0	0	0.0	0.0	0.34	0.35	0	0	0.38	0	0.3	0.6	0.21	0.29	0	0.0	0.37	0.0	0	0.0	0.0	0	0	0.27	0.21	0	0.0	0	0	0.38	0	0	0.0	0	0	0	0	0.33	0	0	0	0.0	0.0	0.0	0.33	0	0	0	0	0.47	0	0.27	0.0	0.3	0	0.47	0	0	0.0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.25	0	0	0.56	0	0	0.45	0.41	0.25	0	0.25	0	0.68	0.13	0	0.0	0.32	0.0	0.55	0.23	0	0	0.73	0.0	0.5	0.22	0.0	0.42	0.3	0	0	0	0.38	0.0	0	0	0.6	0.93	0.0	0	0.0	0	0	0	0.14	0	0.38	0.44	0.0	0.54	0	0.61	0.0	0.16	0.12	0.29	0	0.0	0.21
TBCE:ENSG00000116957:E8.1-E10.1|ENSG00000116957:E8.1-E9.1	0.74	0.85	0.85	0.83	0.81	0.83	0.73	0.74	0	0	0.89	0.8	0	0.75	0.78	0.9	0.86	0.83	0.84	0.91	0.84	0.8	0.76	0.69	0.74	0.86	0.79	0.92	0.69	0.88	1.0	0.89	0.8	0.64	0.94	0.91	1.0	0.8	0.85	0.93	0.85	0.95	0.92	0.84	0.73	0.79	0.9	0.74	0.85	0.82	0.93	0.85	0.8	0.84	0.8	0.57	0.61	0.8	0.91	0.83	0.9	0.78	0	0.89	0.86	0.87	0.86	0.93	0.79	0.7	0.8	0.77	0.91	0.84	0.62	0.8	0.89	0.85	0.78	0.85	0.7	0.78	0.86	0.8	0.95	0.56	0.91	0	0.82	0.74	0.67	0.7	0.81	0.71	0.83	0.86	0.93	0	0.65	0.71	0.89	0.82	0.77	0.67	0.87	0.68	0.91	0.94	0.76	0.9	0.73	0.84	0.71	0.84	0.76	0.61	0.87	0.95	0.84	0.71	0.83	0.55	0.87	1.0	0	0.86	0.82	0.89	0.75	0.64	0.94	0.81	0.8	0.82	0.85	0.76	0.83	0.93	0.8	0.87	0.81	0.79	0.88	0.81	0.73	0.69	0.85	0.82	0.64	0.75	0.66	0.88	0.84	0.85	0.77	0.8	0.78	0.88	0.85	0.73	0	0.88	0.79	0.87	0.85	0.72	0.73	0.77	0.8	0.71	0.82	0.83	1.0	0.81	1.0	0.95	0.81
ZMIZ2:ENSG00000122515:E9.1-E10.3|ENSG00000122515:E9.1-E10.5	0.47	0.46	0.59	0.39	0.52	0.33	0.58	0.17	0.4	0.41	0.55	0.33	0	0.58	0.43	0.47	0.53	0.44	0.31	0.41	0.56	0.32	0.54	0.24	0.47	0.39	0.34	0.48	0.28	0.41	0.34	0.33	0.33	0.31	0.19	0.47	0.31	0.52	0.33	0.46	0.44	0.32	0.47	0.38	0.43	0.37	0.27	0.5	0.39	0.43	0.23	0.38	0.44	0.51	0.42	0.16	0.22	0.46	0.33	0.46	0.34	0.36	0.17	0.45	0.3	0.49	0.34	0.33	0.28	0.46	0.53	0.29	0.33	0.39	0.53	0.4	0.31	0.12	0.51	0.16	0.33	0.37	0.65	0.28	0.4	0.33	0.33	0.41	0.33	0.42	0.25	0.34	0.48	0.24	0.83	0.4	0.31	0.48	0.18	0.24	0.32	0.44	0.14	0.47	0.56	0.29	0.35	0.57	0.42	0.55	0.28	0.41	0.46	0.38	0.38	0.43	0.19	0.38	0.32	0.37	0.22	0.27	0.39	0.44	0.38	0.31	0.39	0.23	0.31	0.26	0.44	0.47	0.3	0.33	0.35	0.39	0.42	0.52	0.45	0.52	0.37	0.33	0.34	0.47	0.53	0.34	0.32	0.62	0.18	0.54	0.23	0.61	0.79	0.38	0.32	0.27	0.56	0.41	0.34	0.6	0.49	0.36	0.41	0.31	0.39	0.38	0.26	0.31	0.35	0.42	0.2	0.55	0.56	0.32	0.56	0.52	0.37
ZMIZ2:ENSG00000122515:E9.1-E10.5|ENSG00000122515:E10.3-E10.5	0.12	0.3	0.28	0.46	0.22	0.44	0.29	0.25	0.3	0.29	0.29	0.29	0	0.27	0.22	0.24	0.23	0.27	0.35	0.4	0.25	0.24	0.28	0.26	0.31	0.3	0.27	0.29	0.48	0.28	0.15	0.22	0.32	0.45	0.48	0.3	0.35	0.19	0.38	0.34	0.33	0.39	0.27	0.3	0.31	0.32	0.46	0.33	0.11	0.33	0.5	0.49	0.28	0.33	0.25	0.45	0.47	0.31	0.32	0.2	0.25	0.23	0.34	0.36	0.34	0.33	0.39	0.54	0.56	0.21	0.26	0.48	0.4	0.42	0.28	0.16	0.4	0.7	0.27	0.39	0.48	0.31	0.19	0.44	0.25	0.39	0.44	0.42	0.31	0.25	0.41	0.35	0.36	0.17	0.09	0.14	0.18	0.31	0.23	0.47	0.33	0.3	0.31	0.32	0.29	0.47	0.33	0.27	0.39	0.27	0.39	0.37	0.4	0.33	0.09	0.23	0.31	0.24	0.45	0.35	0.56	0.24	0.4	0.32	0.3	0.41	0.32	0.34	0.52	0.55	0.25	0.2	0.39	0.47	0.37	0.32	0.27	0.31	0.26	0.35	0.18	0.34	0.48	0.23	0.21	0.44	0.52	0.17	0.64	0.29	0.52	0.14	0.17	0.4	0.31	0.06	0.27	0.33	0.5	0.22	0.28	0.44	0.39	0.26	0.3	0.31	0.32	0.32	0.39	0.26	0.64	0.1	0.22	0.32	0.23	0.23	0.4
DNPEP:ENSG00000123992:E6.8-E8.1|ENSG00000123992:E6.9-E8.1	0.8	0.95	0.82	0.83	0.88	0.88	0.77	0.85	0.82	0.9	0.84	0.85	0	0.89	0.78	0.9	0.91	0.92	0.85	0.72	0.91	0.78	0.92	0.85	0.83	0.86	0.85	0.83	0.96	0.82	0.88	0.85	0.81	0.96	0.84	0.7	0.91	0.75	0.91	0.86	0.86	0.87	0.93	0.83	0.98	0.84	0.92	0.88	0.67	0.87	0.97	0.87	0.89	0.8	0.8	0.87	0.86	0.8	0.77	0.82	0.77	0.81	0.89	0.89	0.77	0.86	0.87	0.8	0.81	0.93	0.91	0.96	0.89	0.84	1.0	0.81	0.8	0.86	0.89	0.88	0.86	0.85	0.88	0.91	0.93	0.97	0.83	0.96	0.86	0.92	0.86	0.77	0.85	0.84	0.92	0.86	0.84	0.93	0.85	0.85	0.87	0.9	0.81	0.92	0.8	0.86	0.87	0.8	0.94	0.94	0.76	0.84	0.85	0.74	0.9	0.75	0.94	0.85	0.82	0.85	0.98	0.71	0.9	0.88	0.94	0.75	0.91	0.87	0.87	0.92	0.83	0.79	0.9	0.86	0.88	0.83	0.8	0.85	0.94	0.85	0.91	0.85	0.88	0.84	0.83	0.86	0.79	0.96	0.94	0.88	0.79	0.84	0.86	0.8	0.79	0.75	0.84	0.9	0.76	0.79	0.91	0.91	0.87	0.9	0.77	0.76	0.88	0.81	0.87	0.84	0.83	0.83	0.83	0.8	0.84	0.79	0.83
SRSF6:ENSG00000124193:E2.1-E4.1|ENSG00000124193:E3.1-E4.1	0.35	0.36	0.41	0.32	0.82	0.34	0.48	0.16	0.39	0.2	0.31	0.31	0	0.29	0.32	0.54	0.47	0.16	0.44	0.62	0.37	0.25	0.26	0.26	0.64	0.21	0.36	0.67	0.32	0.27	0.47	0.36	0.25	0.45	0.42	0.37	0.48	0.39	0.39	0.5	0.52	0.33	0.41	0.33	0.52	0.59	0.48	0.41	0.32	0.43	0.27	0.39	0.43	0.78	0.24	0.25	0.45	0.82	0.24	0.34	0.5	0.19	0.27	0.49	0.24	0.35	0.29	0.77	0.22	0.32	0.62	0.32	0.33	0.34	0.3	0.26	0.44	0.81	0.31	0.28	0.26	0.54	0.57	0.38	0.4	0.51	0.45	0.43	0.69	0.41	0.17	0.42	0.38	0.18	0.42	0.54	0.43	0.5	0.09	0.39	0.41	0.44	0.21	0.28	0.9	0.47	0.5	0.62	0.46	0.46	0.19	0.34	0.66	0.24	0.24	0.2	0.27	0.49	0.45	0.27	0.27	0.04	0.1	0.2	0.29	0.22	0.42	0.32	0.35	0.52	0.12	0.38	0.32	0.42	0.42	0.51	0.4	0.49	0.24	0.35	0.15	0.37	0.53	0.24	0.13	0.47	0.37	0.5	0.43	0.53	0.23	0.5	0.66	0.5	0.16	0.04	0.52	0.28	0.21	0.31	0.37	0.48	0.34	0.23	0.45	0.24	0.24	0.15	0.31	0.23	0.65	0.38	0.61	0.32	0.66	0.23	0.63
MRS2:ENSG00000124532:E10.2-E12.1|ENSG00000124532:E6.1-E14.2	0.85	0.96	0.9	0.83	0.98	0.92	0.89	0.83	0.82	0.78	0.94	0.94	0	0.91	0.88	0.83	0.88	0.93	0.9	0.93	0.91	0.86	0.95	0.93	0.92	0.84	0.86	0.95	0.96	0.92	0.89	0.94	0.87	1.0	1.0	0.94	0.84	0.87	0.88	0.96	0.92	0.9	1.0	0.91	0	0.94	0.92	0.88	0.89	1.0	0.8	0.82	0.84	0.95	0.93	0.79	0.95	0.96	0.86	0.9	0.64	0.95	0.85	0.87	0.72	0.82	0.88	0.88	0.95	0.87	0.91	0.97	0.86	0.93	1.0	0.84	0.94	0.91	0.96	0	0.92	0.95	0.93	0	0.93	0.67	0.96	0.97	0.92	0.84	0.86	0.84	1.0	0.96	0.97	0.92	0.86	0	1.0	0.69	0.92	0.92	0.9	1.0	0.98	0.9	0.92	0.96	0.94	0.94	0.83	0.91	0.91	0.93	0.89	0.88	0.88	0.82	0.9	0.84	0.94	0.8	0.92	0.92	0.85	0.85	0.99	0.81	0.94	1.0	0.87	0.85	0.96	0.95	0.92	0.95	0.92	0.9	0.97	0.81	0.85	0.87	0.98	0.87	0.84	0.81	0.97	1.0	0.97	0	0.91	0.86	0.93	1.0	0.93	0.67	0.86	0.89	0.85	0.78	1.0	0.84	0.88	0.85	0.89	0.95	0.86	0.98	0.91	0.91	0.86	0.84	0.93	0.85	0.91	0.8	0.91
PEX6:ENSG00000124587:E11.1-E12.1|ENSG00000124587:E10.2-E13.1	0.92	0.95	1.0	0.91	0.98	0.97	0.98	0.88	1.0	1.0	0.93	0.98	1.0	1.0	0.84	0	0	0.98	0	1.0	1.0	1.0	0.89	1.0	0.96	0.93	0.97	0.97	0.71	1.0	0.9	0.97	0.99	0	1.0	0.97	0.82	1.0	0.99	1.0	0.95	0.96	0.97	0.95	0.96	0.97	0.78	0.96	0.98	1.0	1.0	1.0	0.95	0.98	0.81	1.0	1.0	1.0	1.0	0.88	0	0.81	0	1.0	0.98	1.0	0.94	0.94	0.96	0.97	0.94	0.95	0.92	1.0	0	0.53	1.0	0.9	0.99	0.71	0.98	0.93	0	0.97	1.0	1.0	0.94	0	1.0	1.0	0.96	0.97	0.8	0.94	1.0	0.96	1.0	0	0.67	0	1.0	0.95	0.88	0.94	0.89	0.97	0.96	1.0	1.0	1.0	0.93	1.0	1.0	0.97	0.93	1.0	0.69	1.0	0.99	1.0	0.96	0.7	0.95	1.0	0.82	0.92	0.95	0.85	0.98	1.0	0.98	1.0	0.94	1.0	0.95	0.96	0.93	1.0	1.0	0.94	0.91	0.86	1.0	0.96	0.97	0.9	0.94	0	1.0	0.96	1.0	0.94	0.9	1.0	0.98	0	1.0	0.85	0.98	1.0	1.0	0.97	0.98	1.0	1.0	0.92	0.9	0.96	0.98	0.98	0.9	0.87	0.96	1.0	0.89	0.93	0.96
AARS2:ENSG00000124608:E16.1-I16.1|ENSG00000124608:E16.1-E17.1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.13	0	0	0.09	0.0	0	0	0.0	0.0	0	0.0	0.11	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.47	0.0	0.17	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.12	0	0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.61	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.07	0	0.0	0.0	0.23	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0
TRIP10:ENSG00000125733:E9.2-E11.3|ENSG00000125733:E10.4-E11.3	0.69	0.53	0.76	0.72	0.71	0.7	0.82	0.6	0.54	0.58	0.85	0.51	0	0.68	0.55	0.65	0.48	0.52	0.66	0.35	0.62	0.62	0.6	0.57	0.59	0.61	0.67	0.66	0.65	0.78	0.6	0.64	0.76	0.73	0.85	0.82	0.79	0.52	0.86	0.66	0.68	0.66	0.82	0.57	0.42	0.48	0.64	0.72	0.53	0.72	0.65	0.7	0.7	0.46	0.58	0.59	0.76	0.54	0.61	0.61	0.73	0.69	0.72	0.69	0.77	0.69	0.54	0.78	0.78	0.6	0.82	0.77	0.68	0.7	0.46	0.61	0.7	0.79	0.8	0.59	0.88	0.92	0.75	0.81	0.79	0.59	0.83	0.89	0.7	0.76	0.56	0.56	0.79	0.63	0.79	0.74	0.7	0.66	0.49	0.6	0.57	0.74	0.48	0.86	0.64	0.74	0.85	0.64	0.65	0.69	0.57	0.38	0.45	0.71	0.52	0.73	0.78	0.51	0.61	0.74	0.86	0.47	0.99	0.57	0.78	0.69	0.69	0.77	0.65	0.76	0.53	0.67	0.7	0.77	0.76	0.64	0.79	0.89	0.81	0.86	0.76	0.75	0.7	0.71	0.58	0.57	0.84	0.79	0.79	0.65	0.65	0.52	0.69	0.88	0.79	0.68	0.81	0.75	0.77	0.83	0.77	0.63	0.77	0.77	0.74	0.71	0.46	0.54	0.72	0.64	0.63	0.68	0.62	0.8	0.6	0.71	0.77
HP1BP3:ENSG00000127483:E11.2-E12.2|ENSG00000127483:E11.2-E12.1_20749975	0.88	0.91	0.91	0.94	0.95	0.86	0.88	0.74	0.8	0.45	0.74	0.9	0	0.68	0.85	0.96	0.94	0.99	0.86	0.98	0.85	0.8	0.88	0.65	0.95	0.81	0.98	0.93	0.93	0.91	0.82	0.88	0.87	0	0.92	0.88	0.83	0.91	0.88	0.89	0.83	0.93	0.9	0.88	0	1.0	0.78	0.93	0.82	0.91	0.8	0.91	0.91	0.98	0.82	0.65	0.97	0.97	0.87	0.88	0.77	0.91	0.87	0.76	0.83	0.97	0.91	0.59	0.85	0.83	0.93	0.69	0.8	0.87	0	0.77	0.84	0.95	0.9	0.77	0.95	0.9	0.94	0.67	0.94	1.0	0.91	0.91	0.89	0.9	0.81	0.78	0.94	0.85	0.95	0.86	0.92	0.6	0.76	0.87	0.89	0.85	0.8	0.75	0.96	0.95	0.87	0.96	0.74	0.95	0.83	0.96	0.92	0.87	0.89	0.88	0.92	0.94	0.9	0.88	0.85	0.73	0.78	0.74	0.76	0.87	0.86	0.85	0.83	0.93	0.8	0.94	0.96	0.95	0.93	0.83	0.92	0.92	0.83	0.94	0.82	0.84	0.85	0.8	0.81	0.93	0.91	0.91	0.97	0.83	0.88	0.89	0.76	0.91	0.76	0.55	0.98	0.82	0.91	0.92	0.94	0.88	0.92	0.9	0.95	0.78	0.87	0.89	0.83	0.89	0.95	0.84	0.92	0.88	0.84	0.89	0.96
